"dept_name","gender","emp_no","from_date","to_date","calendar_year","salary","active"
"Finance","F",110114,"1991-01-13","1999-01-01","2000",68166,0
"Finance","F",110114,"1991-01-13","1999-01-01","2000",83457,0
"Finance","F",110114,"1991-01-13","1999-01-01","2000",63447,0
"Finance","F",110114,"1991-01-13","1999-01-01","2000",71375,0
"Finance","F",110114,"1991-01-13","1999-01-01","2000",67322,0
"Finance","F",110114,"1991-01-13","1999-01-01","2000",62593,0
"Finance","F",110114,"1991-01-13","1999-01-01","2000",82594,0
"Finance","F",110114,"1991-01-13","1999-01-01","2000",80423,0
"Finance","F",110115,"1993-12-30","1999-12-29","1990",84457,0
"Finance","F",110115,"1993-12-30","1999-12-29","1990",83457,0
"Finance","F",110115,"1993-12-30","1999-12-29","1990",83458,0
"Finance","F",110115,"1993-12-30","1999-12-29","1991",83457,0
"Finance","F",110115,"1993-12-30","1999-12-29","1991",84457,0
"Finance","F",110115,"1993-12-30","1999-12-29","1991",83458,0
"Finance","F",110115,"1993-12-30","1999-12-29","1992",84457,0
"Finance","F",110115,"1993-12-30","1999-12-29","1992",83457,0
"Finance","F",110115,"1993-12-30","1999-12-29","1992",83458,0
"Finance","F",110115,"1993-12-30","1999-12-29","1993",83457,1
"Finance","F",110115,"1993-12-30","1999-12-29","1993",84457,1
"Finance","F",110115,"1993-12-30","1999-12-29","1993",83458,1
"Finance","F",110115,"1993-12-30","1999-12-29","1994",83457,1
"Finance","F",110115,"1993-12-30","1999-12-29","1994",83458,1
"Finance","F",110115,"1993-12-30","1999-12-29","1994",84457,1
"Finance","F",110115,"1993-12-30","1999-12-29","1995",84457,1
"Finance","F",110115,"1993-12-30","1999-12-29","1995",83458,1
"Finance","F",110115,"1993-12-30","1999-12-29","1995",83457,1
"Finance","F",110115,"1993-12-30","1999-12-29","1996",84457,1
"Finance","F",110115,"1993-12-30","1999-12-29","1996",83457,1
"Finance","F",110115,"1993-12-30","1999-12-29","1996",83458,1
"Finance","F",110115,"1993-12-30","1999-12-29","1997",83457,1
"Finance","F",110115,"1993-12-30","1999-12-29","1997",84457,1
"Finance","F",110115,"1993-12-30","1999-12-29","1997",83458,1
"Finance","F",110115,"1993-12-30","1999-12-29","1998",83458,1
"Finance","F",110115,"1993-12-30","1999-12-29","1998",84457,1
"Finance","F",110115,"1993-12-30","1999-12-29","1998",83457,1
"Finance","F",110115,"1993-12-30","1999-12-29","1999",83457,1
"Finance","F",110115,"1993-12-30","1999-12-29","1999",83458,1
"Finance","F",110115,"1993-12-30","1999-12-29","1999",84457,1
"Finance","F",110115,"1993-12-30","1999-12-29","2000",83457,0
"Finance","F",110115,"1993-12-30","1999-12-29","2000",83458,0
"Finance","F",110115,"1993-12-30","1999-12-29","2000",84457,0
"Finance","F",110116,"1995-08-02","2000-07-31","1990",84458,0
"Finance","F",110116,"1995-08-02","2000-07-31","1991",84458,0
"Finance","F",110116,"1995-08-02","2000-07-31","1992",84458,0
"Finance","F",110116,"1995-08-02","2000-07-31","1993",84458,0
"Finance","F",110116,"1995-08-02","2000-07-31","1994",84458,0
"Finance","F",110116,"1995-08-02","2000-07-31","1995",84458,1
"Finance","F",110116,"1995-08-02","2000-07-31","1996",84458,1
"Finance","F",110116,"1995-08-02","2000-07-31","1997",84458,1
"Finance","F",110116,"1995-08-02","2000-07-31","1998",84458,1
"Finance","F",110116,"1995-08-02","2000-07-31","1999",84458,1
"Finance","F",110116,"1995-08-02","2000-07-31","2000",84458,1
"Finance","M",110117,"1995-12-30","2002-12-28","1990",83460,0
"Finance","M",110117,"1995-12-30","2002-12-28","1990",83459,0
"Finance","M",110117,"1995-12-30","2002-12-28","1990",84459,0
"Finance","M",110117,"1995-12-30","2002-12-28","1991",84459,0
"Finance","M",110117,"1995-12-30","2002-12-28","1991",83460,0
"Finance","M",110117,"1995-12-30","2002-12-28","1991",83459,0
"Finance","M",110117,"1995-12-30","2002-12-28","1992",84459,0
"Finance","M",110117,"1995-12-30","2002-12-28","1992",83459,0
"Finance","M",110117,"1995-12-30","2002-12-28","1992",83460,0
"Finance","M",110117,"1995-12-30","2002-12-28","1993",83459,0
"Finance","M",110117,"1995-12-30","2002-12-28","1993",83460,0
"Finance","M",110117,"1995-12-30","2002-12-28","1993",84459,0
"Finance","M",110117,"1995-12-30","2002-12-28","1994",83460,0
"Finance","M",110117,"1995-12-30","2002-12-28","1994",83459,0
"Finance","M",110117,"1995-12-30","2002-12-28","1994",84459,0
"Finance","M",110117,"1995-12-30","2002-12-28","1995",83460,1
"Finance","M",110117,"1995-12-30","2002-12-28","1995",84459,1
"Finance","M",110117,"1995-12-30","2002-12-28","1995",83459,1
"Finance","M",110117,"1995-12-30","2002-12-28","1996",83460,1
"Finance","M",110117,"1995-12-30","2002-12-28","1996",83459,1
"Finance","M",110117,"1995-12-30","2002-12-28","1996",84459,1
"Finance","M",110117,"1995-12-30","2002-12-28","1997",84459,1
"Finance","M",110117,"1995-12-30","2002-12-28","1997",83460,1
"Finance","M",110117,"1995-12-30","2002-12-28","1997",83459,1
"Finance","M",110117,"1995-12-30","2002-12-28","1998",83459,1
"Finance","M",110117,"1995-12-30","2002-12-28","1998",83460,1
"Finance","M",110117,"1995-12-30","2002-12-28","1998",84459,1
"Finance","M",110117,"1995-12-30","2002-12-28","1999",83459,1
"Finance","M",110117,"1995-12-30","2002-12-28","1999",83460,1
"Finance","M",110117,"1995-12-30","2002-12-28","1999",84459,1
"Finance","M",110117,"1995-12-30","2002-12-28","2000",83459,1
"Finance","M",110117,"1995-12-30","2002-12-28","2000",83460,1
"Finance","M",110117,"1995-12-30","2002-12-28","2000",84459,1
"Finance","M",110118,"1994-11-20","1999-11-19","1990",84460,0
"Finance","M",110118,"1994-11-20","1999-11-19","1991",84460,0
"Finance","M",110118,"1994-11-20","1999-11-19","1992",84460,0
"Finance","M",110118,"1994-11-20","1999-11-19","1993",84460,0
"Finance","M",110118,"1994-11-20","1999-11-19","1994",84460,1
"Finance","M",110118,"1994-11-20","1999-11-19","1995",84460,1
"Finance","M",110118,"1994-11-20","1999-11-19","1996",84460,1
"Finance","M",110118,"1994-11-20","1999-11-19","1997",84460,1
"Finance","M",110118,"1994-11-20","1999-11-19","1998",84460,1
"Finance","M",110118,"1994-11-20","1999-11-19","1999",84460,1
"Finance","M",110118,"1994-11-20","1999-11-19","2000",84460,0
"Finance","M",110119,"1997-10-12","2002-10-11","1990",90008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1990",88008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1990",89008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1991",89008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1991",90008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1991",88008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1992",89008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1992",88008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1992",90008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1993",88008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1993",90008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1993",89008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1994",90008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1994",88008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1994",89008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1995",90008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1995",89008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1995",88008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1996",90008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1996",88008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1996",89008,0
"Finance","M",110119,"1997-10-12","2002-10-11","1997",89008,1
"Finance","M",110119,"1997-10-12","2002-10-11","1997",90008,1
"Finance","M",110119,"1997-10-12","2002-10-11","1997",88008,1
"Finance","M",110119,"1997-10-12","2002-10-11","1998",88008,1
"Finance","M",110119,"1997-10-12","2002-10-11","1998",90008,1
"Finance","M",110119,"1997-10-12","2002-10-11","1998",89008,1
"Finance","M",110119,"1997-10-12","2002-10-11","1999",88008,1
"Finance","M",110119,"1997-10-12","2002-10-11","1999",90008,1
"Finance","M",110119,"1997-10-12","2002-10-11","1999",89008,1
"Finance","M",110119,"1997-10-12","2002-10-11","2000",88008,1
"Finance","M",110119,"1997-10-12","2002-10-11","2000",90008,1
"Finance","M",110119,"1997-10-12","2002-10-11","2000",89008,1
"Finance","M",110120,"1997-02-03","1999-01-01","1990",88500,0
"Finance","M",110120,"1997-02-03","1999-01-01","1991",88500,0
"Finance","M",110120,"1997-02-03","1999-01-01","1992",88500,0
"Finance","M",110120,"1997-02-03","1999-01-01","1993",88500,0
"Finance","M",110120,"1997-02-03","1999-01-01","1994",88500,0
"Finance","M",110120,"1997-02-03","1999-01-01","1995",88500,0
"Finance","M",110120,"1997-02-03","1999-01-01","1996",88500,0
"Finance","M",110120,"1997-02-03","1999-01-01","1997",88500,1
"Finance","M",110120,"1997-02-03","1999-01-01","1998",88500,1
"Finance","M",110120,"1997-02-03","1999-01-01","1999",88500,1
"Finance","M",110120,"1997-02-03","1999-01-01","2000",88500,0
"Finance","M",110121,"1998-12-29","2004-12-27","1990",84687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1990",82687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1990",83687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1991",83687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1991",84687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1991",82687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1992",83687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1992",82687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1992",84687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1993",82687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1993",84687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1993",83687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1994",84687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1994",82687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1994",83687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1995",84687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1995",83687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1995",82687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1996",84687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1996",82687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1996",83687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1997",83687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1997",84687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1997",82687,0
"Finance","M",110121,"1998-12-29","2004-12-27","1998",82687,1
"Finance","M",110121,"1998-12-29","2004-12-27","1998",84687,1
"Finance","M",110121,"1998-12-29","2004-12-27","1998",83687,1
"Finance","M",110121,"1998-12-29","2004-12-27","1999",82687,1
"Finance","M",110121,"1998-12-29","2004-12-27","1999",84687,1
"Finance","M",110121,"1998-12-29","2004-12-27","1999",83687,1
"Finance","M",110121,"1998-12-29","2004-12-27","2000",82687,1
"Finance","M",110121,"1998-12-29","2004-12-27","2000",84687,1
"Finance","M",110121,"1998-12-29","2004-12-27","2000",83687,1
"Finance","F",110122,"1995-01-06","2001-01-04","1990",85687,0
"Finance","F",110122,"1995-01-06","2001-01-04","1991",85687,0
"Finance","F",110122,"1995-01-06","2001-01-04","1992",85687,0
"Finance","F",110122,"1995-01-06","2001-01-04","1993",85687,0
"Finance","F",110122,"1995-01-06","2001-01-04","1994",85687,0
"Finance","F",110122,"1995-01-06","2001-01-04","1995",85687,1
"Finance","F",110122,"1995-01-06","2001-01-04","1996",85687,1
"Finance","F",110122,"1995-01-06","2001-01-04","1997",85687,1
"Finance","F",110122,"1995-01-06","2001-01-04","1998",85687,1
"Finance","F",110122,"1995-01-06","2001-01-04","1999",85687,1
"Finance","F",110122,"1995-01-06","2001-01-04","2000",85687,1
"Finance","M",110123,"1996-08-09","2001-08-08","1990",88687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1990",86687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1990",87687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1991",87687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1991",88687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1991",86687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1992",87687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1992",86687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1992",88687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1993",86687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1993",88687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1993",87687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1994",88687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1994",86687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1994",87687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1995",88687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1995",87687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1995",86687,0
"Finance","M",110123,"1996-08-09","2001-08-08","1996",88687,1
"Finance","M",110123,"1996-08-09","2001-08-08","1996",86687,1
"Finance","M",110123,"1996-08-09","2001-08-08","1996",87687,1
"Finance","M",110123,"1996-08-09","2001-08-08","1997",87687,1
"Finance","M",110123,"1996-08-09","2001-08-08","1997",88687,1
"Finance","M",110123,"1996-08-09","2001-08-08","1997",86687,1
"Finance","M",110123,"1996-08-09","2001-08-08","1998",86687,1
"Finance","M",110123,"1996-08-09","2001-08-08","1998",88687,1
"Finance","M",110123,"1996-08-09","2001-08-08","1998",87687,1
"Finance","M",110123,"1996-08-09","2001-08-08","1999",86687,1
"Finance","M",110123,"1996-08-09","2001-08-08","1999",88687,1
"Finance","M",110123,"1996-08-09","2001-08-08","1999",87687,1
"Finance","M",110123,"1996-08-09","2001-08-08","2000",86687,1
"Finance","M",110123,"1996-08-09","2001-08-08","2000",88687,1
"Finance","M",110123,"1996-08-09","2001-08-08","2000",87687,1
"Finance","M",110124,"1993-06-08","2001-06-06","1990",65000,0
"Finance","M",110124,"1993-06-08","2001-06-06","1991",65000,0
"Finance","M",110124,"1993-06-08","2001-06-06","1992",65000,0
"Finance","M",110124,"1993-06-08","2001-06-06","1993",65000,1
"Finance","M",110124,"1993-06-08","2001-06-06","1994",65000,1
"Finance","M",110124,"1993-06-08","2001-06-06","1995",65000,1
"Finance","M",110124,"1993-06-08","2001-06-06","1996",65000,1
"Finance","M",110124,"1993-06-08","2001-06-06","1997",65000,1
"Finance","M",110124,"1993-06-08","2001-06-06","1998",65000,1
"Finance","M",110124,"1993-06-08","2001-06-06","1999",65000,1
"Finance","M",110124,"1993-06-08","2001-06-06","2000",65000,1
"Finance","M",110125,"1993-12-30","2000-12-28","1990",68458,0
"Finance","M",110125,"1993-12-30","2000-12-28","1990",66000,0
"Finance","M",110125,"1993-12-30","2000-12-28","1990",67057,0
"Finance","M",110125,"1993-12-30","2000-12-28","1991",67057,0
"Finance","M",110125,"1993-12-30","2000-12-28","1991",68458,0
"Finance","M",110125,"1993-12-30","2000-12-28","1991",66000,0
"Finance","M",110125,"1993-12-30","2000-12-28","1992",67057,0
"Finance","M",110125,"1993-12-30","2000-12-28","1992",66000,0
"Finance","M",110125,"1993-12-30","2000-12-28","1992",68458,0
"Finance","M",110125,"1993-12-30","2000-12-28","1993",66000,1
"Finance","M",110125,"1993-12-30","2000-12-28","1993",68458,1
"Finance","M",110125,"1993-12-30","2000-12-28","1993",67057,1
"Finance","M",110125,"1993-12-30","2000-12-28","1994",68458,1
"Finance","M",110125,"1993-12-30","2000-12-28","1994",66000,1
"Finance","M",110125,"1993-12-30","2000-12-28","1994",67057,1
"Finance","M",110125,"1993-12-30","2000-12-28","1995",68458,1
"Finance","M",110125,"1993-12-30","2000-12-28","1995",67057,1
"Finance","M",110125,"1993-12-30","2000-12-28","1995",66000,1
"Finance","M",110125,"1993-12-30","2000-12-28","1996",68458,1
"Finance","M",110125,"1993-12-30","2000-12-28","1996",66000,1
"Finance","M",110125,"1993-12-30","2000-12-28","1996",67057,1
"Finance","M",110125,"1993-12-30","2000-12-28","1997",67057,1
"Finance","M",110125,"1993-12-30","2000-12-28","1997",68458,1
"Finance","M",110125,"1993-12-30","2000-12-28","1997",66000,1
"Finance","M",110125,"1993-12-30","2000-12-28","1998",66000,1
"Finance","M",110125,"1993-12-30","2000-12-28","1998",68458,1
"Finance","M",110125,"1993-12-30","2000-12-28","1998",67057,1
"Finance","M",110125,"1993-12-30","2000-12-28","1999",66000,1
"Finance","M",110125,"1993-12-30","2000-12-28","1999",68458,1
"Finance","M",110125,"1993-12-30","2000-12-28","1999",67057,1
"Finance","M",110125,"1993-12-30","2000-12-28","2000",66000,1
"Finance","M",110125,"1993-12-30","2000-12-28","2000",68458,1
"Finance","M",110125,"1993-12-30","2000-12-28","2000",67057,1
"Finance","M",110126,"1999-05-29","2000-05-27","1990",85854,0
"Finance","M",110126,"1999-05-29","2000-05-27","1990",89985,0
"Finance","M",110126,"1999-05-29","2000-05-27","1991",89985,0
"Finance","M",110126,"1999-05-29","2000-05-27","1991",85854,0
"Finance","M",110126,"1999-05-29","2000-05-27","1992",89985,0
"Finance","M",110126,"1999-05-29","2000-05-27","1992",85854,0
"Finance","M",110126,"1999-05-29","2000-05-27","1993",85854,0
"Finance","M",110126,"1999-05-29","2000-05-27","1993",89985,0
"Finance","M",110126,"1999-05-29","2000-05-27","1994",85854,0
"Finance","M",110126,"1999-05-29","2000-05-27","1994",89985,0
"Finance","M",110126,"1999-05-29","2000-05-27","1995",89985,0
"Finance","M",110126,"1999-05-29","2000-05-27","1995",85854,0
"Finance","M",110126,"1999-05-29","2000-05-27","1996",85854,0
"Finance","M",110126,"1999-05-29","2000-05-27","1996",89985,0
"Finance","M",110126,"1999-05-29","2000-05-27","1997",85854,0
"Finance","M",110126,"1999-05-29","2000-05-27","1997",89985,0
"Finance","M",110126,"1999-05-29","2000-05-27","1998",85854,0
"Finance","M",110126,"1999-05-29","2000-05-27","1998",89985,0
"Finance","M",110126,"1999-05-29","2000-05-27","1999",85854,1
"Finance","M",110126,"1999-05-29","2000-05-27","1999",89985,1
"Finance","M",110126,"1999-05-29","2000-05-27","2000",89985,1
"Finance","M",110126,"1999-05-29","2000-05-27","2000",85854,1
"Finance","M",110127,"2000-05-29","1999-01-01","1990",90912,0
"Finance","M",110127,"2000-05-29","1999-01-01","1990",92000,0
"Finance","M",110127,"2000-05-29","1999-01-01","1990",91500,0
"Finance","M",110127,"2000-05-29","1999-01-01","1991",91500,0
"Finance","M",110127,"2000-05-29","1999-01-01","1991",90912,0
"Finance","M",110127,"2000-05-29","1999-01-01","1991",92000,0
"Finance","M",110127,"2000-05-29","1999-01-01","1992",90912,0
"Finance","M",110127,"2000-05-29","1999-01-01","1992",91500,0
"Finance","M",110127,"2000-05-29","1999-01-01","1992",92000,0
"Finance","M",110127,"2000-05-29","1999-01-01","1993",92000,0
"Finance","M",110127,"2000-05-29","1999-01-01","1993",91500,0
"Finance","M",110127,"2000-05-29","1999-01-01","1993",90912,0
"Finance","M",110127,"2000-05-29","1999-01-01","1994",92000,0
"Finance","M",110127,"2000-05-29","1999-01-01","1994",91500,0
"Finance","M",110127,"2000-05-29","1999-01-01","1994",90912,0
"Finance","M",110127,"2000-05-29","1999-01-01","1995",92000,0
"Finance","M",110127,"2000-05-29","1999-01-01","1995",90912,0
"Finance","M",110127,"2000-05-29","1999-01-01","1995",91500,0
"Finance","M",110127,"2000-05-29","1999-01-01","1996",91500,0
"Finance","M",110127,"2000-05-29","1999-01-01","1996",90912,0
"Finance","M",110127,"2000-05-29","1999-01-01","1996",92000,0
"Finance","M",110127,"2000-05-29","1999-01-01","1997",90912,0
"Finance","M",110127,"2000-05-29","1999-01-01","1997",91500,0
"Finance","M",110127,"2000-05-29","1999-01-01","1997",92000,0
"Finance","M",110127,"2000-05-29","1999-01-01","1998",92000,0
"Finance","M",110127,"2000-05-29","1999-01-01","1998",91500,0
"Finance","M",110127,"2000-05-29","1999-01-01","1998",90912,0
"Finance","M",110127,"2000-05-29","1999-01-01","1999",91500,0
"Finance","M",110127,"2000-05-29","1999-01-01","1999",90912,0
"Finance","M",110127,"2000-05-29","1999-01-01","1999",92000,0
"Finance","M",110127,"2000-05-29","1999-01-01","2000",90912,0
"Finance","M",110127,"2000-05-29","1999-01-01","2000",92000,0
"Finance","M",110127,"2000-05-29","1999-01-01","2000",91500,0
"Human Resources","F",110183,"1990-12-31","1996-12-29","1990",60356,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1990",67423,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1990",70638,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1990",63677,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1990",79229,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1990",66530,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1990",72240,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1990",63190,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1990",74584,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1990",64652,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1990",59629,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1990",77367,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1991",67423,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1991",64652,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1991",63190,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1991",66530,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1991",63677,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1991",60356,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1991",79229,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1991",72240,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1991",59629,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1991",70638,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1991",74584,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1991",77367,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1992",79229,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1992",70638,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1992",64652,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1992",63190,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1992",60356,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1992",59629,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1992",63677,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1992",66530,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1992",67423,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1992",77367,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1992",74584,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1992",72240,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1993",59629,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1993",63190,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1993",72240,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1993",79229,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1993",63677,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1993",77367,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1993",67423,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1993",66530,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1993",60356,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1993",64652,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1993",74584,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1993",70638,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1994",74584,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1994",64652,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1994",77367,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1994",72240,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1994",67423,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1994",66530,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1994",70638,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1994",63677,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1994",79229,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1994",59629,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1994",60356,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1994",63190,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1995",63190,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1995",79229,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1995",67423,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1995",77367,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1995",74584,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1995",72240,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1995",66530,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1995",70638,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1995",63677,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1995",59629,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1995",60356,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1995",64652,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1996",77367,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1996",60356,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1996",59629,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1996",63677,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1996",63190,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1996",64652,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1996",66530,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1996",67423,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1996",70638,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1996",72240,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1996",74584,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1996",79229,1
"Human Resources","F",110183,"1990-12-31","1996-12-29","1997",59629,0
"Human Resources","F",110183,"1990-12-31","1996-12-29","1997",63190,0
"Human Resources","F",110183,"1990-12-31","1996-12-29","1997",60356,0
"Human Resources","F",110183,"1990-12-31","1996-12-29","1997",67423,0
"Human Resources","F",110183,"1990-12-31","1996-12-29","1997",74584,0
"Human Resources","F",110183,"1990-12-31","1996-12-29","1997",77367,0
"Human Resources","F",110183,"1990-12-31","1996-12-29","1997",79229,0
"Human Resources","F",110183,"1990-12-31","1996-12-29","1997",63677,0
"Human Resources","F",110183,"1990-12-31","1996-12-29","1997",66530,0
"Human Resources","F",110183,"1990-12-31","1996-12-29","1997",70638,0
"Human Resources","F",110183,"1990-12-31","1996-12-29","1997",72240,0
"Human Resources","F",110183,"1990-12-31","1996-12-29","1997",64652,0
"Human Resources","F",110183,"1990-12-31","1996-12-29","1998",72240,0
"Human Resources","F",110183,"1990-12-31","1996-12-29","1998",77367,0
"Human Resources","F",110183,"1990-12-31","1996-12-29","1998",70638,0
"Human Resources","F",110183,"1990-12-31","1996-12-29","1998",64652,0
"Human Resources","F",110183,"1990-12-31","1996-12-29","1998",66530,0
